770,88
771,24
772,41
773,25
774,42
775,51
776,34
777,58
778,27
779,62
780,151
781,33
782,65
783,78
784,27
785,36
786,35
787,40
788,38
789,29
790,41
791,44
792,83
793,39
794,36
795,139
796,50
797,68
798,114
799,53
800,84
801,41
802,45
803,41
804,60
805,56
806,33
807,47
808,32
809,45
810,50
811,63
812,117
813,29
814,43
815,55
816,41
817,27
818,27
819,28
820,31
821,23
822,31
823,30
824,21
825,18
826,18
827,53
828,54
829,26
830,24
831,41
832,34
833,27
834,38
835,74
836,36
837,16
838,29
839,45
840,49
841,32
842,23
843,44
844,31
845,19
846,21
847,42
848,27
849,22
850,40
851,459
852,26
853,29
854,21
855,35
856,46
857,35
858,37
859,33
860,158
861,28
862,25
863,51
864,36
865,24
866,24
867,73
868,49
869,26
870,27
871,50
872,22
873,33
874,31
875,46
876,49
877,33
878,20
879,33
880,31
881,17
882,24
883,32
884,30
885,27
886,37
887,56
888,24
889,26
890,36
891,32
892,38
893,31
894,24
895,33
896,46
897,73
898,34
899,29
900,35
901,47
902,35
903,37
904,27
905,27
906,33
907,78
908,36
909,22
910,27
911,60
912,27
913,24
914,34
915,47
916,24
917,26
918,683
919,35
920,32
921,18
922,30
923,55
924,46
925,34
926,24
927,45
928,23
929,43
930,24
931,45
932,33
933,25
934,18
935,35
936,49
937,33
938,32
939,36
940,18
941,18
942,32
943,19
944,19
945,10
946,9
947,33
948,25
949,22
950,10
951,33
952,114
953,24
954,48
955,109
956,30
957,39
958,31
959,34
960,19
961,26
962,28
963,51
964,20
965,31
966,31
967,43
968,66
969,28
970,25
971,39
972,39
973,26
974,31
975,42
976,28
977,30
978,45
979,80
980,35
981,22
982,19
983,35
984,47
985,33
986,66
987,48
988,48
989,25
990,31
991,45
992,37
993,28
994,43
995,34
996,40
997,97
998,38
999,51
1000,56
1001,64
1002,76
1003,55
1004,34
1005,35
1006,52
1007,45
1008,49
1009,27
1010,41
1011,37
1012,49
1013,31
1014,65
1015,66
1016,40
1017,38
1018,62
1019,48
1020,63
1021,29
1022,49
1023,62
1024,37
1025,38
1026,52
1027,34
1028,45
1029,39
1030,46
1031,36
1032,27
1033,19
1034,23
1035,38
1036,48
1037,62
1038,27
1039,27
1040,38
1041,18
1042,18
1043,28
1044,32
1045,18
1046,40
1047,23
1048,44
1049,26
1050,24
1051,80
1052,33
1053,35
1054,80
1055,70
1056,36
1057,49
1058,36
1059,35
1060,31
1061,25
1062,96
1063,53
1064,34
1065,42
1066,28
1067,29
1068,32
1069,24
1070,18
1071,33
1072,36
1073,45
1074,43
1075,27
1076,79
1077,29
1078,43
1079,25
1080,63
1081,47
1082,34
1083,32
1084,39
1085,21
1086,19
1087,31
1088,41
1089,27
1090,24
1091,28
1092,34
1093,44
1094,61
1095,46
1096,43
1097,17
1098,33
1099,16
1100,34
1101,8
1102,18
1103,33
1104,34
1105,22
1106,23
1107,31
1108,25
1109,23
1110,26
1111,27
1112,22
1113,19
1114,29
1115,26
1116,48
1117,25
1118,22
1119,29
1120,33
1121,66
1122,25
1123,288
1124,35
1125,17
1126,32
1127,31
1128,32
1129,16
1130,23
1131,97
1132,43
1133,26
1134,21
1135,43
1136,31
1137,14
1138,32
1139,33
1140,28
1141,28
1142,27
1143,32
1144,23
1145,37
1146,14
1147,44
1148,89
1149,28
1150,32
1151,21
1152,36
1153,15
1154,16
1155,53
1156,22
1157,32
1158,64
1159,32
1160,32
1161,16
1162,23
1163,35
1164,36
1165,35
1166,33
1167,65
1168,11489
1169,16
1170,15
1171,120
1172,21
1173,53
1174,55
1175,32
1176,33
1177,25
1178,20
1179,34
1180,31
1181,22
1182,18
1183,38
1184,49
1185,27
1186,19
1187,27
1188,31
1189,11
1190,18
1191,26
1192,33
1193,28
1194,36
1195,24
1196,19
1197,13
1198,26
1199,27
1200,35
1201,23
1202,22
1203,18
1204,111
1205,15
1206,17
1207,24
1208,12
1209,16
1210,12
1211,32
1212,21
1213,17
1214,28
1215,38
1216,64
1217,11
1218,17
1219,19
1220,7
1221,14
1222,24
1223,31
1224,32
1225,14
1226,11
1227,14
1228,27
1229,31
1230,103
1231,28
1232,28
1233,37
1234,12
1235,4915
1236,26
1237,20
1238,14
1239,2279
1240,68
1241,106
1242,27726
1243,15
1244,13
1245,13
1246,20
1247,36
1248,225
1249,18
1250,37
1251,13
1252,6
1253,14
1254,152
1255,22
1256,18
1257,15
1258,14
1259,22
1260,20
1261,21
1262,16
1263,48
1264,29
1265,10
1266,1685
1267,22
1268,16
1269,17
1270,23
1271,32
1272,11
1273,22
1274,227
1275,25
1276,26
1277,33
1278,101
1279,16
1280,223
1281,19
1282,40
1283,22
1284,276
1285,327
1286,204
1287,343
1288,279
1289,26
1290,115
1291,20
1292,49406
1293,38
1294,286
1295,45
1296,21
1297,26
1298,56
1299,15
1300,16
1301,25
1302,30
1303,33
1304,67
1305,29
1306,36
1307,20
1308,11
1309,20
1310,56
1311,30
1312,12
1313,17
1314,4248
1315,11
1316,16
1317,16
1318,38
1319,17
1320,14
1321,12
1322,21
1323,17
1324,21
1325,10
1326,24
1327,50
1328,32
1329,11
1330,17
1331,19
1332,11
1333,11
1334,2893
1335,20
1336,18
1337,13
1338,29
1339,19
1340,56
1341,19
1342,57
1343,29
1344,42
1345,48
1346,88
1347,17
1348,20
1349,12
1350,62
1351,25
1352,23
1353,23
1354,104
1355,29
1356,29
1357,13
1358,30
1359,37
1360,22
1361,12
1362,37
1363,11
1364,28
1365,25
1366,50
1367,17
1368,14
1369,20
1370,128
1371,16
1372,15
1373,14
1374,35
1375,24
1376,13
1377,15
1378,51
1379,28
1380,25
1381,8
1382,39
1383,12
1384,22
1385,21
1386,23
1387,21
1388,85
1389,39
1390,39
1391,32
1392,32
1393,31
1394,24
1395,17
1396,37
1397,16
1398,26
1399,20
1400,13
1401,20
1402,45
1403,20
1404,6211
1405,29
1406,34
1407,21
1408,48
1409,8
1410,49
1411,21
1412,12
1413,7
1414,18962
1415,20
1416,91
1417,15
1418,382
1419,154
1420,17
1421,5
1422,44
1423,21
1424,6
1425,15
1426,20
1427,19
1428,7
1429,12
1430,33
1431,13
1432,9
1433,8
1434,3838
1435,15
1436,10
1437,4
1438,3869
1439,23
1440,29
1441,10
1442,19
1443,21
1444,16
1445,4
1446,14
1447,16
1448,44
1449,9
1450,56
1451,92
1452,16
1453,10
1454,540
1455,16
1456,18
1457,20
1458,14
1459,43
1460,7
1461,16
1462,26838
1463,8
1464,11
1465,4
1466,40
1467,22
1468,18
1469,11
1470,15
1471,37
1472,10
1473,8
1474,96
1475,8
1476,10
1477,8
1478,59
1479,20
1480,18
1481,13
1482,7
1483,61
1484,5476
1485,8
1486,8
1487,10
1488,9
1489,14
1490,168
1491,29
1492,12
1493,14
1494,11
1495,14
1496,4
1497,7
1498,4
1499,28
1500,11
1501,4
1502,251
1503,19
1504,11
1505,9
1506,380
1507,11
1508,12
1509,13
1510,12
1511,31
1512,13
1513,11
1514,112034
